epoch,lr,loss,iou,val_loss,val_iou
104,0.001,0.917006386,0.807275548,0.937759523,0.781063915
105,0.001,0.912179935,0.815120104,0.939837632,0.778970476
106,0.001,0.912428716,0.815135661,0.938901473,0.784939916
107,0.001,0.906235997,0.819897893,0.947846514,0.783355673
108,0.001,0.89159076,0.825916079,0.93616041,0.778486866
109,0.001,0.90637187,0.817395274,0.931020131,0.789435854
110,0.001,0.898786808,0.824132726,0.938850372,0.789651741
111,0.001,0.88865061,0.828382362,0.93064458,0.792757855
112,0.001,0.895573177,0.826801629,0.931815284,0.791224244
113,0.001,0.889333638,0.825469613,0.925101555,0.792250667
114,0.001,0.891266062,0.825256035,0.921901667,0.79443573
115,0.001,0.884357388,0.829656065,0.923725517,0.793237849
116,0.001,0.88642777,0.830992783,0.932387119,0.791382659
117,0.001,0.882771537,0.830175265,0.930542864,0.798102943
118,0.001,0.890264732,0.830525337,0.933568504,0.795520626
119,0.001,0.88082371,0.83240057,0.923440168,0.795887362
120,0.001,0.877347635,0.837717267,0.920920692,0.80048858
121,0.001,0.87906174,0.83608013,0.924974587,0.796528026
122,0.001,0.875318902,0.834340825,0.913382717,0.798394167
123,0.001,0.870431107,0.837419484,0.914079299,0.800238581
124,0.001,0.86628963,0.841155867,0.914924746,0.799759872
125,0.001,0.86643852,0.840656568,0.914113904,0.799413705
126,0.001,0.865753996,0.841557263,0.917256123,0.79978792
127,0.001,0.867588955,0.84106014,0.918002127,0.80048205
128,0.001,0.867095828,0.842257761,0.91363046,0.800598425
129,0.001,0.864613056,0.842974037,0.913842418,0.799782781
130,0.001,0.861793299,0.844421444,0.910955357,0.801387594
131,0.001,0.861225227,0.844471136,0.912793488,0.800950201
132,0.001,0.860002152,0.842501315,0.912587928,0.801976224
133,0.001,0.854860934,0.848213911,0.912020553,0.801550473
134,0.001,0.857374472,0.846717027,0.910557336,0.8029302
135,0.001,0.857197859,0.847514892,0.908301644,0.801290866
136,0.001,0.85215356,0.849185118,0.911914397,0.801797266
137,0.001,0.854368069,0.850658915,0.913440282,0.801930045
138,0.001,0.852308477,0.847483331,0.90960058,0.802213997
139,0.001,0.855215113,0.846456292,0.910852648,0.80180525
140,0.001,0.854813524,0.847845604,0.905834214,0.803690078
141,0.001,0.848912793,0.849588147,0.909064188,0.803783596
142,0.001,0.850354336,0.849603598,0.911983755,0.803120858
143,0.001,0.847896607,0.851267003,0.910730607,0.803352342
144,0.001,0.853942815,0.848590956,0.907921543,0.803623874
145,0.001,0.852203955,0.849461117,0.903936468,0.804156336
146,0.001,0.85265097,0.851326124,0.907017774,0.804067786
147,0.001,0.848679825,0.853980519,0.911233806,0.804084994
148,0.001,0.851797586,0.851271587,0.906501141,0.803631844
149,0.001,0.843503465,0.853283068,0.905855274,0.804367685
