epoch,lr,loss,iou,val_loss,val_iou
37,0.001,1.2537516440664018,0.5985740929245139,1.222082368346915,0.6363844188829546
38,0.001,1.2437063945191247,0.6051057709375856,1.1730679823176438,0.6532405174232028
39,0.001,1.2386364404644286,0.6018070068061221,1.1849878455927962,0.6480625221047418
40,0.001,1.2279024560536658,0.6197278478671894,1.189693096669329,0.6399133807795641
41,0.001,1.2224373519420624,0.6158150399709055,1.1662757609322754,0.649215307115105
42,0.001,1.223128738147872,0.6195920824387747,1.2005840443495885,0.6467400242994581
43,0.001,1.2073206497090203,0.6301396748045638,1.1857107205000537,0.6758885477787001
44,0.001,1.2076383552380971,0.6233484234979939,1.2358113660914625,0.567842937856477
45,0.001,1.2271878282938684,0.6153318424372806,1.180939608382435,0.6392229003665593
46,0.001,1.2004553047674043,0.6323286626823051,1.1579291829821194,0.6497652999720859
47,0.001,1.1900197767785616,0.6406131381955232,1.1323079964106078,0.6791504150245264
48,0.001,1.1771579342229026,0.6497240828169984,1.1531927205665766,0.6669792193234566
49,0.001,1.1810657429908002,0.6404868879367631,1.1397505729054382,0.6730488457416957
50,0.001,1.1686941305441516,0.6543540883236432,1.1438193092336897,0.6553386723012933
51,0.001,1.1582755552870887,0.6590517531015067,1.0974579273376317,0.702218424189907
52,0.001,1.1664199919572897,0.6529084548046429,1.1883873398076257,0.5937647026300088
53,0.001,1.1394785780991827,0.6726648683715571,1.124663474499366,0.6818955312155132
54,0.001,1.149759670453412,0.6566753846953253,1.1244528048452114,0.6570543078807535
55,0.001,1.1361260584422521,0.6757111860603516,1.126842109315809,0.6868402924480733
56,0.001,1.141989297100476,0.6688301201851922,1.0814749196491278,0.7059157675514536
57,0.001,1.1257823716316904,0.6786917774039175,1.09366215367531,0.7064533103030003
58,0.001,1.124904491007328,0.6853018505779396,1.0918491365384404,0.6891951562176742
59,0.001,1.1199925712176733,0.6844658249098746,1.1001013970514486,0.7129805151713158
60,0.001,1.1160238055246217,0.6832060729207008,1.1128541263688145,0.6793326824944071
61,0.001,1.1106984625969614,0.6930868329296603,1.0862816210843433,0.706729282307611
62,0.001,1.0963274272424834,0.7041845214050217,1.0711016171624554,0.7128358324039549
63,0.001,1.092004415180002,0.702810487725254,1.076121743078585,0.7157568564958047
64,0.001,1.0946512818336487,0.7007071438011103,1.066650793217776,0.7216121482655935
65,0.001,1.0781936272978783,0.713923463300911,1.05754285365285,0.7120338012857146
66,0.001,1.0751670934259892,0.7152360036168288,1.052067958239691,0.7218122183309199
67,0.001,1.073710839663233,0.7094800840113188,1.0551974234292847,0.728476564394503
68,0.001,1.0629086191100734,0.7224754692507921,1.0670968219783106,0.6985382086556184
69,0.001,1.0564027189144067,0.7269340230737393,1.0506751548941837,0.7258719609514774
70,0.001,1.0673383916062968,0.7153196148889478,1.0525081679370203,0.7287741146165756
71,0.001,1.0512473838669913,0.7305778130896676,1.032368102268866,0.7416291110346023
72,0.001,1.0381655996399266,0.7429033365399047,1.0310517051066572,0.7436557191796298
73,0.001,1.0495497951550143,0.7312606107387117,1.0404022136162132,0.740531941445601
74,0.001,1.04906532860228,0.7286986987985703,1.023918777762333,0.7446682141008629
75,0.001,1.029911547367062,0.7407490553889075,1.0150175045805367,0.7472786113103709
76,0.001,1.0172606860952718,0.7520904173495703,1.0123302769242672,0.7415938512835154
77,0.001,1.0252570914370673,0.7458478998285906,1.0255901532331173,0.7489027893434359
78,0.001,1.0129087838743414,0.7515217679835852,1.0604867547111436,0.7312189384792404
79,0.001,1.016749453331743,0.7476827580376838,1.0110054769014056,0.7513761899307501
80,0.001,1.0015590488910675,0.7572406818894158,1.0224641842684086,0.7315109832683545
81,0.001,1.0067550018429756,0.7620391133338922,1.0026447097925182,0.75123342421753
82,0.001,1.0129490180739336,0.751429621552699,1.0220332113158168,0.756983559335799
83,0.001,1.0017884469458036,0.7614819524756818,1.0043790988754808,0.762634218349785
84,0.001,0.9861966084156718,0.7682407800831089,0.9990559192428812,0.7627405487281603
85,0.001,0.9906916905726705,0.7662107057192715,0.9970374390860515,0.7527163890092801
86,0.001,0.975358991750649,0.7748060145867434,0.9896382383900544,0.7572770670965987
87,0.001,0.9798551462590694,0.7741499563296144,1.0067755412637143,0.752727328436679
88,0.001,0.991698685501303,0.7671056893047365,1.0045380408768534,0.7511061001361327
89,0.001,0.9670075050422123,0.7865412242348534,0.9625065498649493,0.7729778640193612
90,0.001,0.9656323833124978,0.7812659390104849,0.9807974299956949,0.7721503280766154
91,0.001,0.9634377498711858,0.7832849012721436,0.9804715246949745,0.7740930655291086
92,0.001,0.9635591006704739,0.7822897569072226,0.9920692102253785,0.7482797203504291
93,0.001,0.9497090695159776,0.7942404321681985,0.9912117646451581,0.7668419017805446
94,0.001,0.9511323017733437,0.7938661577751173,0.9740157506154526,0.7729449699508905
95,0.001,0.9397664102060455,0.7949896368888357,0.9677759598337884,0.7733530784508876
96,0.001,0.9469321056136063,0.7937019591466601,0.9821923522688957,0.7700055045057153
97,0.001,0.9310649260878563,0.8028462123319261,0.9518513592363101,0.7788161067432791
98,0.001,0.9447965967868056,0.7939821315929677,0.9533967260728803,0.7710223864170074
99,0.001,0.9316931436104434,0.8073396612813998,0.9532357784274959,0.7781099491190123
100,0.001,0.926123859094722,0.8069294730422263,0.9639316774018791,0.7773092261611677
101,0.001,0.9206265455910138,0.8126596807177165,0.9791252639790957,0.7755718087871908
102,0.001,0.9246093758514949,0.8115359501335002,0.9490095132972762,0.7830128247405413
103,0.001,0.9204071073659829,0.8079794900716489,0.9424510211275335,0.779633404486774
104,0.001,0.9182934558817318,0.8095881999139046,0.9401662115000378,0.7746798176234062
105,0.001,0.9158137648233345,0.8121319698871112,0.9436311941397818,0.7833633130832923
106,0.001,0.916330311447382,0.8154994544253301,0.9428758943057665,0.7860050230730887
107,0.001,0.9102856176240104,0.8187906432213942,0.9519759488617003,0.7825649749685449
108,0.001,0.8996978870459965,0.8246824256963362,0.941535874533142,0.7858538111817897
109,0.001,0.9110771454870701,0.8165765279539523,0.9435047194739299,0.787331667078058
110,0.001,0.9048639317708356,0.8180971155102171,0.9464817955712361,0.790248811686886
111,0.001,0.8966733658952373,0.8235261400798694,0.9400697222694784,0.7921496576823339
112,0.001,0.8988581395574978,0.824557712457121,0.933128697830334,0.7910254068902093
113,0.001,0.8907240645161697,0.8273195798279633,0.9399179184181183,0.7862596982770969
114,0.001,0.901884485568319,0.8233269991254393,0.9362501617063556,0.7909220929778873
115,0.001,0.8933371310787541,0.8291061789813494,0.9340017435611108,0.7935042548619528
116,0.001,0.8892485265220914,0.8272196869851959,0.9352809146598533,0.7914218546773835
117,0.001,0.8896935869540487,0.8271595350021272,0.9363538348651537,0.7937895822290294
118,0.001,0.891401936433145,0.8281569970783316,0.9365492474730717,0.7925831057888619
119,0.001,0.8887641727924347,0.8269830941535821,0.9322740106787133,0.7913983256419294
120,0.001,0.8843823735203061,0.833560936241625,0.9338469540166576,0.7956211388175656
121,0.001,0.8811268157192639,0.8365946769591316,0.9322160801924693,0.7968909535601657
122,0.001,0.8761192464402744,0.8345341985365728,0.9214653371602703,0.7987697121845987
123,0.001,0.8719295114278793,0.8379376812714937,0.9190461140627052,0.7976737735140386
124,0.001,0.8696049153804779,0.8379432654081164,0.9263361223027488,0.7981341005851822
125,0.001,0.8709922736244542,0.8387193594300084,0.9263698085706834,0.7984099072577446
126,0.001,0.8713898467166084,0.8407595348495371,0.9281969099481668,0.7966393081392606
127,0.001,0.872286684278931,0.8377207696095619,0.9258022123610067,0.7989887143548637
128,0.001,0.8696131663663047,0.8395855049721407,0.9228238132264879,0.7979979778314007
129,0.001,0.8696061298251152,0.8439977304927282,0.9221737589287712,0.7985958239749978
130,0.001,0.86916430454169,0.8409487099842468,0.9191689879341199,0.7978170259409022
131,0.001,0.8667507709137031,0.8427332167424803,0.9258839692521049,0.797155581838859
